,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_date,A_text,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_date,B_text,B_network_feature_1,B_network_feature_2,B_network_feature_3,A-B_network_feature_3,A-B_listed_count,A-B_follower_count,cleaned_A_text,A_sentiment_score,A_sentiment,cleaned_B_text,B_sentiment_score,B_sentiment
4272,RT,tonov3_vanvi,2347,2388,31,429886,Thu Apr 10 17:49:54 +0000 2014,"RT @wonderfulview_: So impressive! She is only 18 and takes the world by storm. Her vision goes beyond nationality and even sports. 
https:…",1,0.0,0.0,wonderfulview_,21989,6392,15,1107,Thu May 27 12:53:46 +0000 2021,"So impressive! She is only 18 and takes the world by storm. Her vision goes beyond nationality and even sports. 
https://t.co/LKhoaKSfIR",3,0.0,0.0,0.0,16,-19642,"['takes', 'sports', 'rt', 'world', 'beyond', 'vision', 'wonderfulview', 'nationality', 'goes', 'impressive', '18', 'even', 'https…', 'storm']",0.7082,Positive,"['takes', 'sports', 'world', 'beyond', 'vision', 'httpstcolkhoaksfir', 'nationality', 'goes', 'impressive', '18', 'even', 'storm']",0.7082,Positive
4273,RT,RachelLei123,4,55,0,17,Wed Nov 01 22:31:24 +0000 2017,"RT @MrJerryGoode: Do you stand with Eileen Gu?

 No              Yes            Yes
 👇               👇             👇",5,6547.643,0.108,MrJerryGoode,17852,54,37,6465,Wed Jan 18 16:09:05 +0000 2017,"Do you stand with Eileen Gu?

 No              Yes            Yes
 👇               👇             👇",4,11013.446,0.107,0.0010000000000000009,-37,-17848,"['yes', '👇', 'rt', 'stand', 'mrjerrygoode', 'gu', 'eileen']",0.4939,Positive,"['yes', '👇', 'stand', 'gu', 'eileen']",0.4939,Positive
4274,RT,flowmogogo,37,213,0,41833,Fri Jul 18 01:33:37 +0000 2014,RT @LawrenceCrimmi1: @CarlZha Amy Qin graduated from Oxford University. The reality is that the vast majority of women in the West have no…,4,50272.513,0.129,LawrenceCrimmi1,268,534,0,7931,Tue Mar 26 21:41:36 +0000 2019,@CarlZha Amy Qin graduated from Oxford University. The reality is that the vast majority of women in the West have… https://t.co/fYeEp2D4Fg,11,16557.251,0.115,0.013999999999999999,0,-231,"['amy', 'vast', 'lawrencecrimmi1', 'rt', 'qin', 'oxford', 'reality', 'women', 'no…', 'west', 'carlzha', 'university', 'graduated', 'majority']",0.0,Neutral,"['amy', 'vast', 'qin', 'oxford', 'reality', 'women', 'west', 'carlzha', 'have…', 'university', 'httpstcofyeep2d4fg', 'graduated', 'majority']",0.0,Neutral
4275,RT,RachelLei123,4,55,0,17,Wed Nov 01 22:31:24 +0000 2017,"RT @SXiaochuan258: ""If people don't like me that's their loss, they'll never win the Olympics."" Eileen Gu respond to people who criticize h…",5,6547.643,0.108,SXiaochuan258,492,494,7,1332,Wed Jan 23 03:12:00 +0000 2013,"""If people don't like me that's their loss, they'll never win the Olympics."" Eileen Gu respond to people who critic… https://t.co/GatNWvQ3R3",8,5860.89,0.104,0.0040000000000000036,-7,-488,"['sxiaochuan258', 'rt', 'like', 'criticize', 'h…', 'thats', 'people', 'win', 'theyll', 'gu', 'never', 'dont', 'loss', 'olympics', 'respond', 'eileen']",-0.8435,Negative,"['httpstcogatnwvq3r3', 'like', 'thats', 'people', 'win', 'theyll', 'gu', 'never', 'dont', 'loss', 'olympics', 'critic…', 'respond', 'eileen']",-0.7566,Negative
4276,RT,Jrman79,271,325,49,34049,Sun Feb 15 04:59:59 +0000 2015,"RT @Beijing2022: 15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU AILING…",2,2161.84,0.127,Beijing2022,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",68,119610.167,0.125,0.0020000000000000018,-1374,-370928,"['feb', 'congratulations', '15', 'freestyleskiing', 'freeski', 'day1️⃣1️⃣', 'slopestyle', 'silver', 'ailing', 'eileenchn', 'womens', 'beijing2022', 'rt', 'ailing…', 'gu']",0.636,Positive,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4277,Tweet,China_Table_EN,188,1849,2,520,Wed Jun 23 10:48:17 +0000 2021,The topics in today's China.Table: #OlympicGames sponsors + Chinese climate targets + Car sales drop + Eileen Gu +… https://t.co/GeoKpO4THt,2,0.0,0.0,China_Table_EN,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",2,0.0,0.0,0.0,-1421,-371011,"['climate', 'chinatable', 'drop', 'sponsors', 'httpstcogeokpo4tht', 'olympicgames', 'chinese', '…', 'todays', 'targets', 'sales', 'gu', 'topics', 'car', 'eileen']",-0.2732,Negative,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4278,RT,Jrman79,271,325,49,34049,Sun Feb 15 04:59:59 +0000 2015,"RT @Olympics: Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022

Amazing!…",2,2161.84,0.127,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,394,1137546.13,0.162,-0.035,-13098,-6563808,"['takes', 'amazing…', '’', 'silver', 'slopestyle', 'ailing', 'rt', 'beijing2022', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'olympics', 'second', 'eileen']",0.5696,Positive,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4279,RT,banlinch,169,1209,1,1636,Tue Jan 31 09:01:07 +0000 2012,"RT @Olympics: Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022

Amazing!…",1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,394,1137546.13,0.162,-0.037000000000000005,-13146,-6563910,"['takes', 'amazing…', '’', 'silver', 'slopestyle', 'ailing', 'rt', 'beijing2022', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'olympics', 'second', 'eileen']",0.5696,Positive,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4280,Tweet,clickondetroit,49091,145,404,86529,Fri Mar 06 17:42:41 +0000 2009,"Eileen Gu: Navigating two cultures, judged by both of them https://t.co/qEANfM6sHP",2,0.0,0.0,clickondetroit,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,2,0.0,0.0,0.0,-12743,-6514988,"['judged', 'httpstcoqeanfm6shp', 'cultures', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4281,Tweet,eQmqPu1Cv4i3ul9,1,3,0,1261,Fri Aug 28 17:11:39 +0000 2020,Olympics-Eileen Gu's China choice pays off... for now https://t.co/UXTcfRazI6 https://t.co/qYhSTEorqb,2,0.0,0.0,eQmqPu1Cv4i3ul9,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,2,0.0,0.0,0.0,-13147,-6564078,"['httpstcouxtcfrazi6', 'china', 'pays', 'httpstcoqyhsteorqb', 'gus', 'olympicseileen', 'choice']",0.0,Neutral,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4282,Tweet,SwaveDigest,86,28,0,14532,Sun Dec 12 22:17:39 +0000 2021,"Eileen Gu’s China Choice Proves Lucrative, For Now https://t.co/vaHnJZiCU1 https://t.co/uJw6wqHEoz",2,0.0,0.0,SwaveDigest,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,2,0.0,0.0,0.0,-13147,-6563993,"['proves', 'httpstcovahnjzicu1', 'china', 'lucrative', '’', 'httpstcoujw6wqheoz', 'gu', 'choice', 'eileen']",0.0,Neutral,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4283,Tweet,georgyfelix,296,404,7,38567,Fri Jul 30 18:18:51 +0000 2010,"It’s time for the Fanzone athlete of the Day! 🙌

The most selected athlete of Day 11 is Ailing (Eileen) Gu - she wa… https://t.co/T37AmDyfqB",2,0.0,0.0,georgyfelix,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,2,0.0,0.0,0.0,-13140,-6563783,"['time', 'httpstcot37amdyfqb', '’', 'fanzone', '🙌', 'ailing', '11', 'day', 'wa…', 'selected', 'gu', 'athlete', 'eileen']",0.0,Neutral,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4284,RT,_Instagramqueen,3325,871,5,516456,Thu Aug 09 17:11:06 +0000 2018,"RT @Sasori_YY: oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.…",1,0.0,0.001,Sasori_YY,6034,394,15,41216,Sat Aug 21 04:02:41 +0000 2010,"oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.co/KJiVSlrGB1",9,21.0,0.002,-0.001,-10,-2709,"['ohbtwtiffany', 'champion', 'sasoriyy', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'rt', 'eileen', 'httpst…', 'got', 'new']",0.6344,Positive,"['ohbtwtiffany', 'champion', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'eileen', 'httpstcokjivslrgb1', 'got', 'new']",0.6344,Positive
4285,RT,moinaksg,2628,1614,36,74265,Fri Mar 01 21:11:06 +0000 2013,"RT @MaitreyaBhakal: Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaulting…",1,0.0,0.095,MaitreyaBhakal,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",70,113382.891,0.114,-0.019000000000000003,-104,-20517,"['obsession', 'maitreyabhakal', 'western', 'bounds', 'assaulting…', 'mens', 'asian', 'theyre', 'fetishizing', 'murdering', 'rt', 'knows', 'women']",-0.0408,Negative,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
4286,Tweet,sportsdataorg,521,309,7,51343,Tue Jun 22 08:56:20 +0000 2021,"""Eileen Gu gets silver in freeski slopestyle, adding to her gold from big air."" by BY JOHN BRANCH via NYT… https://t.co/YQ1IWC1xJ3",2,0.0,0.0,sportsdataorg,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",2,0.0,0.0,0.0,-133,-22624,"['slopestyle', 'silver', 'gets', 'gold', 'httpstcoyq1iwc1xj3', 'john', 'adding', 'nyt…', 'gu', 'air', 'via', 'freeski', 'branch', 'big', 'eileen']",0.0,Neutral,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
4287,Tweet,sportsdataorg,521,309,7,51343,Tue Jun 22 08:56:20 +0000 2021,"""Eileen Gu gets second in her second event."" by BY CHANG W. LEE AND JAMES HILL via NYT https://t.co/Bjm0B7HCTA #news #times",2,0.0,0.0,sportsdataorg,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",2,0.0,0.0,0.0,-133,-22624,"['chang', 'gets', 'james', 'hill', 'gu', 'lee', 'event', 'news', 'via', 'httpstcobjm0b7hcta', 'w', 'times', 'second', 'eileen', 'nyt']",0.0,Neutral,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
4288,Tweet,sportsdataorg,521,309,7,51343,Tue Jun 22 08:56:20 +0000 2021,"""In Second Event, Eileen Gu Repeats the Drama but Not the Ending"" by BY JOHN BRANCH via NYT https://t.co/lIfYYCrpaE #news #times",2,0.0,0.0,sportsdataorg,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",2,0.0,0.0,0.0,-133,-22624,"['second', 'drama', 'httpstcolifyycrpae', 'john', 'gu', 'event', 'news', 'via', 'branch', 'times', 'repeats', 'ending', 'eileen', 'nyt']",0.0,Neutral,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
4289,RT,universlisa,1665,3284,2,307517,Sat Aug 24 09:51:21 +0000 2019,"RT @Sasori_YY: oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.…",1,0.0,0.001,Sasori_YY,6034,394,15,41216,Sat Aug 21 04:02:41 +0000 2010,"oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.co/KJiVSlrGB1",9,21.0,0.002,-0.001,-13,-4369,"['ohbtwtiffany', 'champion', 'sasoriyy', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'rt', 'eileen', 'httpst…', 'got', 'new']",0.6344,Positive,"['ohbtwtiffany', 'champion', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'eileen', 'httpstcokjivslrgb1', 'got', 'new']",0.6344,Positive
4290,Tweet,aly_hahaha,131,337,8,19968,Tue Apr 14 23:11:29 +0000 2009,Watching Eileen Gu is a different experience…,2,0.0,0.0,aly_hahaha,6034,394,15,41216,Sat Aug 21 04:02:41 +0000 2010,"oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.co/KJiVSlrGB1",2,0.0,0.0,0.0,-7,-5903,"['watching', 'experience…', 'different', 'gu', 'eileen']",0.0,Neutral,"['ohbtwtiffany', 'champion', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'eileen', 'httpstcokjivslrgb1', 'got', 'new']",0.6344,Positive
4291,Tweet,StephenWadeAP,5063,519,272,17510,Fri Jul 22 18:08:55 +0000 2011,"Eileen Gu: Navigating two cultures, judged by both of them (from @AP) https://t.co/x22o95W43b",4,2118.0,0.115,StephenWadeAP,6034,394,15,41216,Sat Aug 21 04:02:41 +0000 2010,"oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.co/KJiVSlrGB1",4,2118.0,0.115,0.0,257,-971,"['judged', 'cultures', 'httpstcox22o95w43b', 'ap', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['ohbtwtiffany', 'champion', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'eileen', 'httpstcokjivslrgb1', 'got', 'new']",0.6344,Positive
4292,Tweet,MarkCruikshank,22,14,0,2250,Thu Jun 03 19:08:27 +0000 2021,"Eileen Gu has won silver in the freeski slopestyle, the second medal at the Beijing Olympics for the U.S.-born free… https://t.co/hOHlhAyS48",2,0.0,0.0,MarkCruikshank,6034,394,15,41216,Sat Aug 21 04:02:41 +0000 2010,"oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.co/KJiVSlrGB1",2,0.0,0.0,0.0,-15,-6012,"['httpstcohohlhays48', 'beijing', 'free…', 'freeski', 'olympics', 'slopestyle', 'silver', 'medal', 'gu', 'second', 'usborn', 'eileen']",0.7783,Positive,"['ohbtwtiffany', 'champion', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'eileen', 'httpstcokjivslrgb1', 'got', 'new']",0.6344,Positive
4293,Tweet,auto_news_feed,64,0,0,16395,Mon Jul 19 14:14:33 +0000 2021,"Eileen Gu: Navigating two cultures, judged by both of them

Via The Independent : Tue, 15 Feb 2022, 08:00:25 GMT

https://t.co/eRvTPfORza",2,0.0,0.0,auto_news_feed,6034,394,15,41216,Sat Aug 21 04:02:41 +0000 2010,"oh,btw,Tiffany got their new global Ambassador Eileen Gu，the most hot champion this year, this year maybe better😉 https://t.co/KJiVSlrGB1",2,0.0,0.0,0.0,-15,-5970,"['feb', '15', 'httpstcoervtpforza', 'gmt', '2022', 'judged', 'cultures', 'navigating', 'independent', '080025', 'two', 'gu', 'via', 'tue', 'eileen']",0.0,Neutral,"['ohbtwtiffany', 'champion', 'global', 'year', 'maybe', 'ambassador', 'hot', 'gu，the', 'better😉', 'eileen', 'httpstcokjivslrgb1', 'got', 'new']",0.6344,Positive
4294,RT,fathiirakhmi,135,183,1,52624,Wed May 04 04:05:07 +0000 2011,"RT @CGTNSportsScene: 😄""Wish everyone a happy #LanternFestival. I wish I could eat some Chinese sweet dumplings, the ones with black sesame…",1,0.0,0.097,CGTNSportsScene,3455,733,53,18110,Mon May 22 03:57:33 +0000 2017,"😄""Wish everyone a happy #LanternFestival. I wish I could eat some Chinese sweet dumplings, the ones with black sesa… https://t.co/cHfN6TC9CI",23,41603.972,0.118,-0.02099999999999999,-52,-3320,"['lanternfestival', 'eat', 'black', 'chinese', 'ones', 'rt', 'wish', 'everyone', '😄wish', 'sesame…', 'happy', 'sweet', 'cgtnsportsscene', 'dumplings', 'could']",0.8442,Positive,"['lanternfestival', 'eat', 'black', 'chinese', 'ones', 'wish', 'everyone', '😄wish', 'sesa…', 'httpstcochfn6tc9ci', 'happy', 'sweet', 'dumplings', 'could']",0.8442,Positive
4295,RT,sundriedcorn,202,499,1,1591,Sat Apr 25 19:14:28 +0000 2009,"RT @MaitreyaBhakal: Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaulting…",1,0.0,0.095,MaitreyaBhakal,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",70,113382.891,0.114,-0.019000000000000003,-139,-22943,"['obsession', 'maitreyabhakal', 'western', 'bounds', 'assaulting…', 'mens', 'asian', 'theyre', 'fetishizing', 'murdering', 'rt', 'knows', 'women']",-0.0408,Negative,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
4296,RT,BDarkrider,1241,4996,93,142078,Thu May 28 15:45:51 +0000 2009,"RT @Beijing2022: 15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU AILING…",2,2161.84,0.127,Beijing2022,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",68,119610.167,0.125,0.0020000000000000018,-1330,-369958,"['feb', 'congratulations', '15', 'freestyleskiing', 'freeski', 'day1️⃣1️⃣', 'slopestyle', 'silver', 'ailing', 'eileenchn', 'womens', 'beijing2022', 'rt', 'ailing…', 'gu']",0.636,Positive,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4297,Tweet,aw_journal2021,44,2,4,83314,Sun Nov 07 16:50:43 +0000 2021,"Eileen Gu: Navigating two cultures, judged by both of them https://t.co/gqHSKQLcvu",2,0.0,0.0,aw_journal2021,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",2,0.0,0.0,0.0,-1419,-371155,"['judged', 'cultures', 'httpstcogqhskqlcvu', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4298,Tweet,DemocracyMotion,458,101,27,293283,Tue Jun 05 22:23:27 +0000 2012,"""Olympics-Eileen Gu’s China choice pays off… for now"" 

February 15, 2022

By Eduardo Baptista

BEIJING (Reuters) -… https://t.co/Xm9h3O0sMG",2,0.0,0.0,DemocracyMotion,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",2,0.0,0.0,0.0,-1396,-370741,"['february', '15', 'china', '’', '2022', 'beijing', 'reuters', '…', 'olympicseileen', 'off…', 'pays', 'eduardo', 'gu', 'choice', 'baptista', 'httpstcoxm9h3o0smg']",0.0,Neutral,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4299,Tweet,pjmooney,34496,7231,611,113781,Thu Jan 01 09:48:17 +0000 2009,@tianchao731 @globaltimesnews And what about other Chinese people who want dual citizenship? Are they allowed to ha… https://t.co/JvZfIfXY5k,2,0.0,0.0,pjmooney,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",2,0.0,0.0,0.0,-812,-336703,"['tianchao731', 'people', 'want', 'httpstcojvzfifxy5k', 'citizenship', 'globaltimesnews', 'chinese', 'allowed', 'ha…', 'dual']",0.0772,Positive,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4300,Tweet,WFXRsports,1947,578,19,26149,Tue Oct 13 17:57:28 +0000 2015,"Eileen Gu: Navigating two cultures, judged by both of them https://t.co/N5HPCZmd5e",2,0.0,0.0,WFXRsports,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",2,0.0,0.0,0.0,-1404,-369252,"['judged', 'cultures', 'httpstcon5hpczmd5e', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4301,RT,mywang999,331,132,4,37452,Sun Oct 23 07:36:58 +0000 2011,"RT @Olympics: Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co…",4,18813.155,0.129,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co/HwRaaZQe1z",394,1137546.13,0.162,-0.033,-13143,-6563748,"['fueling', '😂', 'rt', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'httpstco…', 'gu', 'olympics', 'reminder', 'energised', 'eileen']",0.4767,Positive,"['fueling', 'httpstcohwraazqe1z', '😂', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'gu', 'reminder', 'energised', 'eileen']",0.4767,Positive
4302,RT,maoteddymao,230,939,0,3963,Fri Mar 06 04:05:08 +0000 2020,"RT @CGTNSportsScene: 😄""Wish everyone a happy #LanternFestival. I wish I could eat some Chinese sweet dumplings, the ones with black sesame…",3,0.0,0.097,CGTNSportsScene,3455,733,53,18110,Mon May 22 03:57:33 +0000 2017,"😄""Wish everyone a happy #LanternFestival. I wish I could eat some Chinese sweet dumplings, the ones with black sesa… https://t.co/cHfN6TC9CI",23,41603.972,0.118,-0.02099999999999999,-53,-3225,"['lanternfestival', 'eat', 'black', 'chinese', 'ones', 'rt', 'wish', 'everyone', '😄wish', 'sesame…', 'happy', 'sweet', 'cgtnsportsscene', 'dumplings', 'could']",0.8442,Positive,"['lanternfestival', 'eat', 'black', 'chinese', 'ones', 'wish', 'everyone', '😄wish', 'sesa…', 'httpstcochfn6tc9ci', 'happy', 'sweet', 'dumplings', 'could']",0.8442,Positive
